station year duration start
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2019 22 151
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2020 76 84
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2021 43 125
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2022 35 74
HSD_IT_PIE_TO_PRERICHARD 2001 52 117
HSD_IT_PIE_TO_PRERICHARD 2002 16 169
HSD_IT_PIE_TO_PRERICHARD 2003 11 155
HSD_IT_PIE_TO_PRERICHARD 2004 21 136
HSD_IT_PIE_TO_PRERICHARD 2005 12 114
HSD_IT_PIE_TO_PRERICHARD 2006 23 170
HSD_IT_PIE_TO_PRERICHARD 2007 8 97
HSD_IT_PIE_TO_PRERICHARD 2008 18 127
HSD_IT_PIE_TO_PRERICHARD 2009 105 91
HSD_IT_PIE_TO_PRERICHARD 2010 96 111
HSD_IT_PIE_TO_PRERICHARD 2011 36 103
HSD_IT_PIE_TO_PRERICHARD 2012 22 152
HSD_IT_PIE_TO_PRERICHARD 2013 29 86
HSD_IT_PIE_TO_PRERICHARD 2014 77 114
HSD_IT_PIE_TO_PRERICHARD 2015 47 140
HSD_IT_PIE_TO_PRERICHARD 2016 35 161
HSD_IT_PIE_TO_PRERICHARD 2017 10 161
HSD_IT_PIE_TO_PRERICHARD 2018 45 101
HSD_IT_PIE_TO_PRERICHARD 2019 14 154
HSD_IT_PIE_TO_PRERICHARD 2020 16 104
HSD_IT_PIE_TO_PRERICHARD 2021 55 96
HSD_IT_PIE_TO_PRERICHARD 2022 7 101
HSD_IT_PIE_TO_ROSONE 2006 5 150
HSD_IT_PIE_TO_ROSONE 2007 0 NA
